-------------------------
		x			y
------------------------
	0.000000	0.000000
	0.010000	0.010000
	0.020000	0.019996
	0.030000	0.029987
	0.040000	0.039968
	0.050000	0.049938
	0.060000	0.059892
	0.070000	0.069829
	0.080000	0.079744
	0.090000	0.089636
	0.100000	0.099500
	0.110000	0.109335
	0.120000	0.119137
	0.130000	0.128903
	0.140000	0.138630
	0.150000	0.148316
	0.160000	0.157956
	0.170000	0.167549
	0.180000	0.177092
	0.190000	0.186581
	0.200000	0.196013
	0.210000	0.205386
	0.220000	0.214697
	0.230000	0.223943
	0.240000	0.233121
	0.250000	0.242228
	0.260000	0.251261
	0.270000	0.260218
	0.280000	0.269096
	0.290000	0.277891
	0.300000	0.286601
	0.310000	0.295223
	0.320000	0.303755
	0.330000	0.312194
	0.340000	0.320537
	0.350000	0.328780
	0.360000	0.336923
	0.370000	0.344961
	0.380000	0.352893
	0.390000	0.360715
	0.400000	0.368424
	0.410000	0.376020
	0.420000	0.383497
	0.430000	0.390855
	0.440000	0.398091
	0.450000	0.405201
	0.460000	0.412184
	0.470000	0.419037
	0.480000	0.425758
	0.490000	0.432343
	0.500000	0.438791
	0.510000	0.445100
	0.520000	0.451266
	0.530000	0.457288
	0.540000	0.463163
	0.550000	0.468888
	0.560000	0.474463
	0.570000	0.479884
	0.580000	0.485148
	0.590000	0.490255
	0.600000	0.495201
	0.610000	0.499985
	0.620000	0.504605
	0.630000	0.509057
	0.640000	0.513341
	0.650000	0.517454
	0.660000	0.521395
	0.670000	0.525161
	0.680000	0.528749
	0.690000	0.532160
	0.700000	0.535390
	0.710000	0.538437
	0.720000	0.541300
	0.730000	0.543977
	0.740000	0.546467
	0.750000	0.548767
	0.760000	0.550875
	0.770000	0.552791
	0.780000	0.554513
	0.790000	0.556038
	0.800000	0.557365
	0.810000	0.558494
	0.820000	0.559421
	0.830000	0.560147
	0.840000	0.560669
	0.850000	0.560986
	0.860000	0.561096
	0.870000	0.560999
	0.880000	0.560693
	0.890000	0.560177
	0.900000	0.559449
	0.910000	0.558509
	0.920000	0.557355
	0.930000	0.555986
	0.940000	0.554401
	0.950000	0.552599
	0.960000	0.550579
	0.970000	0.548341
	0.980000	0.545882
	0.990000	0.543203
	1.000000	0.540302
	1.010000	0.537179
	1.020000	0.533833
	1.030000	0.530263
	1.040000	0.526469
	1.050000	0.522450
	1.060000	0.518204
	1.070000	0.513733
	1.080000	0.509035
	1.090000	0.504109
	1.100000	0.498956
	1.110000	0.493574
	1.120000	0.487964
	1.130000	0.482126
	1.140000	0.476058
	1.150000	0.469761
	1.160000	0.463234
	1.170000	0.456477
	1.180000	0.449491
	1.190000	0.442275
	1.200000	0.434829
	1.210000	0.427153
	1.220000	0.419248
	1.230000	0.411112
	1.240000	0.402747
	1.250000	0.394153
	1.260000	0.385329
	1.270000	0.376277
	1.280000	0.366995
	1.290000	0.357486
	1.300000	0.347748
	1.310000	0.337784
	1.320000	0.327592
	1.330000	0.317173
	1.340000	0.306529
	1.350000	0.295659
	1.360000	0.284565
	1.370000	0.273246
	1.380000	0.261704
	1.390000	0.249940
	1.400000	0.237954
	1.410000	0.225747
	1.420000	0.213320
	1.430000	0.200674
	1.440000	0.187810
	1.450000	0.174729
	1.460000	0.161432
	1.470000	0.147920
	1.480000	0.134194
	1.490000	0.120256
	1.500000	0.106106
	1.510000	0.091746
	1.520000	0.077177
	1.530000	0.062401
	1.540000	0.047419
	1.550000	0.032232
	1.560000	0.016842
	1.570000	0.001250
	1.580000	-0.014542
	1.590000	-0.030532
	1.600000	-0.046719
	1.610000	-0.063102
	1.620000	-0.079678
	1.630000	-0.096446
	1.640000	-0.113403
	1.650000	-0.130549
	1.660000	-0.147882
	1.670000	-0.165399
	1.680000	-0.183098
	1.690000	-0.200977
	1.700000	-0.219036
	1.710000	-0.237270
	1.720000	-0.255679
	1.730000	-0.274260
	1.740000	-0.293012
	1.750000	-0.311931
	1.760000	-0.331015
	1.770000	-0.350263
	1.780000	-0.369672
	1.790000	-0.389240
	1.800000	-0.408964
	1.810000	-0.428842
	1.820000	-0.448871
	1.830000	-0.469049
	1.840000	-0.489374
	1.850000	-0.509842
	1.860000	-0.530452
	1.870000	-0.551200
	1.880000	-0.572084
	1.890000	-0.593102
	1.900000	-0.614250
	1.910000	-0.635526
	1.920000	-0.656927
	1.930000	-0.678451
	1.940000	-0.700093
	1.950000	-0.721853
	1.960000	-0.743725
	1.970000	-0.765709
