-------------------------
		x			y
------------------------
	0.000000	0.000000
	0.010010	0.000100
	0.020020	0.000401
	0.030030	0.000902
	0.040040	0.001603
	0.050050	0.002504
	0.060060	0.003605
	0.070070	0.004906
	0.080080	0.006406
	0.090090	0.008105
	0.100100	0.010003
	0.110110	0.012100
	0.120120	0.014394
	0.130130	0.016886
	0.140140	0.019575
	0.150150	0.022460
	0.160160	0.025542
	0.170170	0.028818
	0.180180	0.032290
	0.190190	0.035955
	0.200200	0.039813
	0.210210	0.043864
	0.220220	0.048106
	0.230230	0.052539
	0.240240	0.057162
	0.250250	0.061974
	0.260260	0.066973
	0.270270	0.072160
	0.280280	0.077533
	0.290290	0.083090
	0.300300	0.088831
	0.310310	0.094755
	0.320320	0.100859
	0.330330	0.107144
	0.340340	0.113608
	0.350350	0.120250
	0.360360	0.127067
	0.370370	0.134060
	0.380380	0.141225
	0.390390	0.148563
	0.400400	0.156071
	0.410410	0.163748
	0.420420	0.171592
	0.430430	0.179602
	0.440440	0.187776
	0.450450	0.196113
	0.460460	0.204611
	0.470470	0.213267
	0.480480	0.222081
	0.490490	0.231050
	0.500501	0.240173
	0.510511	0.249447
	0.520521	0.258871
	0.530531	0.268444
	0.540541	0.278162
	0.550551	0.288024
	0.560561	0.298028
	0.570571	0.308172
	0.580581	0.318454
	0.590591	0.328871
	0.600601	0.339422
	0.610611	0.350104
	0.620621	0.360916
	0.630631	0.371854
	0.640641	0.382917
	0.650651	0.394102
	0.660661	0.405407
	0.670671	0.416830
	0.680681	0.428367
	0.690691	0.440018
	0.700701	0.451779
	0.710711	0.463648
	0.720721	0.475623
	0.730731	0.487700
	0.740741	0.499878
	0.750751	0.512153
	0.760761	0.524524
	0.770771	0.536987
	0.780781	0.549540
	0.790791	0.562181
	0.800801	0.574906
	0.810811	0.587713
	0.820821	0.600599
	0.830831	0.613562
	0.840841	0.626598
	0.850851	0.639705
	0.860861	0.652880
	0.870871	0.666121
	0.880881	0.679423
	0.890891	0.692785
	0.900901	0.706204
	0.910911	0.719677
	0.920921	0.733200
	0.930931	0.746771
	0.940941	0.760386
	0.950951	0.774044
	0.960961	0.787740
	0.970971	0.801473
	0.980981	0.815238
	0.990991	0.829033
	1.001001	0.842854
	1.011011	0.856700
	1.021021	0.870565
	1.031031	0.884449
	1.041041	0.898346
	1.051051	0.912255
	1.061061	0.926172
	1.071071	0.940094
	1.081081	0.954018
	1.091091	0.967941
	1.101101	0.981859
	1.111111	0.995769
	1.121121	1.009669
	1.131131	1.023554
	1.141141	1.037422
	1.151151	1.051270
	1.161161	1.065094
	1.171171	1.078891
	1.181181	1.092658
	1.191191	1.106392
	1.201201	1.120089
	1.211211	1.133746
	1.221221	1.147360
	1.231231	1.160927
